SampleID,Decimal.Chronological.Age
206084850029_R04C01,69.44
206084850029_R05C01,56.23
206084850029_R06C01,61.56
206084850029_R07C01,60.73
206084850029_R08C01,73.36
206084850046_R01C01,76.7
206084850046_R02C01,57.3
206084850046_R03C01,82.2
206084850046_R04C01,65.09
206084850046_R05C01,63.67
206084850046_R06C01,49.07
206084850046_R07C01,40.88
206084850046_R08C01,45.4
206084850048_R01C01,62.27
206084850048_R02C01,71.15
206084850048_R03C01,44.01
206084850048_R04C01,55.74
206084850048_R05C01,48.06
206084850048_R06C01,68.39
206084850048_R07C01,31.45
206084850048_R08C01,51.47
206084850075_R01C01,63.68
206084850075_R02C01,48.33
206084850075_R03C01,44.61
206084850075_R04C01,26.6
206084850075_R05C01,50.98
206084850075_R06C01,40.69
206084850075_R07C01,53.6
206084850075_R08C01,69.19
206084850077_R01C01,80.57
206084850077_R02C01,55.52
206084850077_R03C01,53.46
206084850077_R04C01,32.26
206084850077_R05C01,38.11
206084850077_R06C01,78.34
206084850077_R08C01,28.24
206084850088_R01C01,65.74
206084850088_R02C01,37.37
206084850088_R03C01,26.32
206084850088_R04C01,56.93
206084850088_R05C01,51.56
206084850088_R06C01,48.62
206084850088_R07C01,77.93
206084850088_R08C01,71.25
206084850089_R01C01,51.01
206084850089_R02C01,52.06
206084850089_R03C01,94.83
206084850089_R04C01,44.37
206084850089_R05C01,53.61
206084850089_R06C01,56.62
206084850089_R07C01,64.68
206084850089_R08C01,52.62
206084850098_R01C01,69.76
206084850098_R02C01,58.34
206084850098_R03C01,47.17
206084850098_R04C01,69.73
206084850098_R05C01,72.22
206084850098_R06C01,33.64
206084850098_R07C01,39.55
206084850098_R08C01,36.54
206084850099_R01C01,67.24
206084850099_R02C01,36.68
206084850099_R03C01,67.89
206084850099_R04C01,37.49
206084850099_R05C01,49.74
206084850099_R06C01,42.77
206084850099_R07C01,70.37
206084850099_R08C01,42.64
206103060006_R01C01,36.13
206103060006_R02C01,45.77
206103060006_R03C01,52.54
206103060006_R04C01,63.44
206103060006_R05C01,36.92
206103060006_R06C01,55.27
206103060007_R01C01,54.47
206103060007_R02C01,39.54
206103060007_R03C01,20.62
206103060007_R04C01,44.4
206103060007_R05C01,56.65
206103060007_R06C01,70.2
206103060007_R07C01,45.02
206103060007_R08C01,23.65
206103060008_R01C01,66.86
206103060008_R02C01,60.51
206103060008_R03C01,55.87
206103060008_R04C01,66.97
206103060008_R05C01,71.81
206103060008_R06C01,58.62
206103060008_R07C01,52.65
206103060008_R08C01,59.46
206103060009_R01C01,49.78
206103060009_R02C01,57.42
206103060009_R03C01,33.88
206103060009_R04C01,48.95
206103060009_R05C01,70.36
206103060009_R06C01,54.44
206103060009_R08C01,53.54
206103060010_R01C01,60.5
206103060010_R02C01,45.02
206103060010_R03C01,44.58
206103060010_R04C01,54.05
206103060010_R05C01,67.55
206103060010_R06C01,48.03
206103060010_R07C01,58.2
206103060010_R08C01,59.29
206103060011_R01C01,56.83
206103060011_R02C01,42.62
206103060011_R03C01,30.78
206103060011_R04C01,42.23
206103060011_R05C01,54.18
206103060011_R06C01,56.59
206103060011_R08C01,64.24
206103060012_R01C01,64.59
206103060012_R02C01,58.05
206103060012_R03C01,49.74
206103060012_R04C01,34.76
206103060012_R05C01,55.93
206103060012_R06C01,54.72
206103060012_R07C01,33.92
206103060012_R08C01,56.07
206103060013_R01C01,34.6
206103060013_R02C01,55.73
206103060013_R03C01,29.9
206103060013_R04C01,57.23
206103060013_R05C01,41.16
206103060013_R06C01,39.65
206103060013_R07C01,39.43
206103060013_R08C01,31.08
206103060014_R01C01,45.08
206103060014_R02C01,47.03
206103060014_R03C01,68.6
206103060014_R04C01,45.93
206103060014_R05C01,39.57
206103060014_R06C01,51.19
206103060014_R07C01,50.92
206103060014_R08C01,40.01
206103060015_R01C01,65.36
206103060015_R02C01,61.42
206103060015_R03C01,54.09
206103060015_R04C01,62.38
206103060015_R05C01,53.35
206103060015_R06C01,74.74
206103060015_R07C01,41.32
206103060015_R08C01,69.02
206103060016_R01C01,22.09
206103060016_R02C01,52.11
206103060016_R03C01,68.76
206103060016_R04C01,75.01
206103060016_R05C01,54.95
206103060016_R06C01,63.73
206103060016_R07C01,33.75
206103060016_R08C01,58.42
206103060017_R01C01,32.54
206103060017_R02C01,39.54
206103060017_R03C01,36.99
206103060017_R04C01,56.5
206103060017_R05C01,43.17
206103060017_R06C01,49.32
206103060017_R07C01,54.88
206103060017_R08C01,66.73
206103060018_R02C01,51.98
206103060018_R03C01,45.25
206103060018_R04C01,56.18
206103060018_R05C01,49.11
206103060018_R06C01,59.02
206103060018_R07C01,60.76
206103060018_R08C01,42.08
206103060019_R01C01,57.24
206103060019_R02C01,51.76
206103060019_R03C01,53.89
206103060019_R04C01,74.51
206103060019_R05C01,50.86
206103060019_R06C01,57.74
206103060019_R07C01,62.76
206103060019_R08C01,55.48
206103060020_R01C01,67.32
206103060020_R02C01,42.88
206103060020_R03C01,66.35
206103060020_R04C01,35.72
206103060020_R05C01,51.02
206103060020_R06C01,51.25
206103060020_R07C01,60.85
206103060020_R08C01,53.77
206103060021_R01C01,65.58
206103060021_R02C01,41.38
206103060021_R03C01,66.02
206103060021_R04C01,49.78
206103060021_R05C01,43.38
206103060021_R06C01,46.59
206103060021_R07C01,50.59
206103060024_R01C01,47.68
206103060024_R02C01,55.55
206103060024_R03C01,59.27
206103060024_R04C01,56.6
206103060024_R05C01,53.25
206103060024_R06C01,35.36
206103060024_R07C01,47.12
206103060024_R08C01,60.05
206103060026_R01C01,32.25
206103060026_R02C01,41.5
206103060026_R03C01,29.96
206103060026_R04C01,73.31
206103060026_R05C01,61.77
206103060026_R06C01,42.22
206103060026_R07C01,36.33
206103060026_R08C01,54.11
206103060027_R01C01,52.07
206103060027_R02C01,45.01
206103060027_R03C01,46.43
206103060027_R04C01,60.99
206103060027_R05C01,38.66
206103060027_R06C01,41.6
206103060027_R07C01,46.31
206103060027_R08C01,60.24
206103060028_R01C01,55.04
206103060028_R02C01,41.81
206103060028_R03C01,55.66
206103060028_R04C01,56.78
206103060028_R05C01,49.44
206103060028_R06C01,49.78
206103060028_R07C01,29.48
206103060028_R08C01,25.78
206103060029_R01C01,55.61
206103060029_R02C01,67.96
206103060029_R03C01,58.33
206103060029_R04C01,47.41
206103060029_R05C01,31.22
206103060029_R06C01,35
206103060031_R01C01,41.44
206103060031_R02C01,47.7
206103060031_R03C01,53.34
206103060031_R05C01,58.73
206103060031_R07C01,46.33
206103060031_R08C01,72.54
206103060033_R01C01,45.73
206103060033_R02C01,59.33
206103060033_R03C01,90.18
206103060033_R04C01,55
206103060033_R05C01,53.61
206103060033_R06C01,58.17
206103060033_R07C01,51.78
206103060033_R08C01,64.98
206103060037_R01C01,39.35
206103060037_R02C01,57.28
206103060037_R03C01,45.65
206103060037_R04C01,46.2
206103060037_R05C01,34.5
206103060037_R06C01,45.97
206103060037_R07C01,60.27
206103060037_R08C01,43.86
206103060045_R01C01,77.53
206103060045_R02C01,47.72
206103060045_R03C01,42.57
206103060045_R04C01,51.24
206103060045_R05C01,56.98
206103060045_R06C01,71.7
206103060045_R07C01,63.7
206103060045_R08C01,30.68
206103060051_R01C01,40.24
206103060051_R02C01,53
206103060051_R03C01,41.72
206103060051_R04C01,55.77
206103060051_R05C01,50.66
206103060051_R06C01,55.45
206103060051_R07C01,54.32
206103060051_R08C01,47.1
206103060053_R01C01,59.95
206103060053_R02C01,51.89
206103060053_R03C01,50.57
206103060053_R04C01,61.49
206103060053_R05C01,40.45
206103060053_R06C01,61.55
206103060053_R07C01,36.54
206103060053_R08C01,32.6
206103060058_R01C01,54.8
206103060058_R02C01,44.42
206103060058_R03C01,44.96
206103060058_R04C01,54.98
206103060058_R05C01,45.67
206103060058_R06C01,64.34
206103060058_R07C01,61.13
206103060059_R01C01,55.84
206103060059_R02C01,39.55
206103060059_R03C01,45.55
206103060059_R04C01,41.68
206103060059_R05C01,64.26
206103060059_R06C01,67.43
206103060059_R07C01,63.85
206103060060_R01C01,49.86
206103060060_R02C01,60.85
206103060060_R03C01,46.74
206103060060_R04C01,45.22
206103060060_R05C01,25.84
206103060060_R06C01,74.61
206103060060_R07C01,51.2
206103060060_R08C01,37.97
206103060082_R01C01,72.41
206103060082_R02C01,42.74
206103060082_R03C01,36.83
206103060082_R04C01,50.92
206103060082_R05C01,34.56
206103060082_R06C01,50.7
206103060082_R07C01,60.36
206103060082_R08C01,61.29
206103060084_R01C01,82.88
206103060084_R02C01,53.05
206103060084_R03C01,40.09
206103060084_R04C01,66.28
206103060084_R05C01,55.84
206103060084_R06C01,39.45
206103060084_R07C01,54.31
206103060084_R08C01,49.88
206103060085_R01C01,67.01
206103060085_R02C01,69.66
206103060085_R03C01,50.46
206103060085_R04C01,43.95
206103060085_R05C01,28
206103060085_R06C01,42.05
206103060085_R07C01,38.4
206103060085_R08C01,59.24
206103060086_R01C01,61.18
206103060086_R02C01,37.96
206103060086_R04C01,70.38
206103060086_R05C01,78.28
206103060086_R06C01,60.67
206103060086_R07C01,66.4
206103060086_R08C01,41.13
206103060090_R01C01,55.88
206103060090_R02C01,57.68
206103060090_R03C01,56.06
206103060090_R04C01,37.76
206103060090_R05C01,78.62
206103060090_R06C01,64.91
206103060090_R07C01,52.79
206103060090_R08C01,60.74
206103060100_R01C01,34.37
206103060100_R02C01,51.31
206103060100_R03C01,48.03
206103060100_R04C01,79.06
206103060100_R05C01,80.2
206103060100_R06C01,46.76
206103060100_R07C01,45.18
206103060100_R08C01,48.34
206103060101_R01C01,56.84
206103060101_R02C01,56.92
206103060101_R03C01,42.32
206103060133_R01C01,61.25
206103060133_R02C01,43.29
206103060133_R03C01,29.59
206103060133_R04C01,52.14
206103060133_R05C01,46.17
206103060133_R06C01,48.2
206103060133_R07C01,56.45
206103060133_R08C01,43.01
206103060136_R01C01,65.16
206103060136_R02C01,41.2
206103060136_R03C01,41.23
206103060151_R01C01,51.19
206103060151_R02C01,50.3
206103060151_R03C01,41.57
206103060151_R04C01,69.94
206103060151_R05C01,66.84
206103060151_R06C01,60.07
206103060151_R07C01,60
206103060151_R08C01,49.22
206103060165_R01C01,25.34
206103060165_R02C01,45.54
206103060165_R03C01,61.4
206103060165_R05C01,71.61
206103060165_R06C01,62.74
206103060165_R07C01,50.67
206103060165_R08C01,26.69
206238130001_R01C01,65.89
206238130001_R02C01,61.31
206238130001_R03C01,35.35
206238130001_R04C01,70.17
206238130001_R05C01,43.21
206238130001_R06C01,66.01
206238130001_R07C01,64.51
206238130001_R08C01,48.13
206238130002_R01C01,51.98
206238130002_R02C01,78.72
206238130002_R03C01,64.12
206238130002_R04C01,76.19
206238130002_R05C01,57.73
206238130002_R06C01,37.97
206238130002_R07C01,45.36
206238130002_R08C01,32.36
206238130003_R01C01,65.28
206238130003_R02C01,43.13
206238130003_R03C01,54.18
206238130003_R04C01,51.24
206238130003_R05C01,52.2
206238130003_R06C01,38.48
206238130003_R07C01,57.84
206238130003_R08C01,33.5
206238130017_R01C01,37.16
206238130017_R02C01,62.76
206238130017_R03C01,62.28
206238130017_R04C01,60.32
206238130017_R05C01,78.46
206238130017_R06C01,57.15
206238130017_R07C01,52.81
206238130017_R08C01,78.87
206238130018_R01C01,52.47
206238130018_R02C01,71.98
206238130020_R01C01,65.27
206238130020_R02C01,63.92
206238130020_R03C01,68.11
206238130020_R04C01,45.63
206238130020_R05C01,58.32
206238130020_R06C01,57.65
206238130020_R07C01,66.97
206238130020_R08C01,67.07
206238130021_R01C01,38.61
206238130021_R02C01,52.06
206238130021_R03C01,43.66
206238130021_R04C01,47.08
206238130021_R05C01,56.72
206238130021_R06C01,79.27
206238130021_R07C01,57.18
206238130021_R08C01,60.53
206238130025_R01C01,62.46
206238130025_R02C01,55.76
206238130025_R03C01,40.06
206238130025_R04C01,51.09
206238130025_R05C01,41.64
206238130025_R06C01,44.7
206238130025_R07C01,61.66
206238130027_R01C01,40.76
206238130027_R02C01,37.56
206238130027_R03C01,74.82
206238130027_R05C01,78.24
206238130030_R01C01,46.37
206238130030_R02C01,62.79
206238130030_R03C01,83.7
206238130030_R04C01,54.99
206238130030_R05C01,62.82
206238130030_R06C01,57.88
206238130030_R07C01,64.49
206238130030_R08C01,73.94
206238130046_R01C01,60.17
206238130046_R03C01,48.04
206238130046_R04C01,62.46
206238130046_R05C01,64.98
206238130046_R06C01,19.34
206238130046_R07C01,69.01
206238130046_R08C01,63.59
206238130047_R01C01,53.01
206238130047_R02C01,19.72
206238130047_R03C01,59.61
206238130047_R04C01,73.83
206238130047_R05C01,67.4
206238130047_R06C01,57.53
206238130047_R07C01,61.37
206238130047_R08C01,67.87
206238130048_R01C01,50.74
206238130048_R02C01,55.64
206238130048_R03C01,37.82
206238130048_R04C01,55.85
206238130059_R01C01,64.15
206238130059_R02C01,53.53
206238130059_R03C01,41.65
206238130059_R04C01,52.23
206238130059_R05C01,37.02
206238130059_R06C01,42.28
206238130059_R07C01,78.88
206238130059_R08C01,64.49
206238130063_R01C01,36.09
206238130063_R02C01,67.12
206238130063_R03C01,36.5
206238130063_R04C01,75.62
206238130063_R05C01,39.19
206238130063_R06C01,44.45
206238130063_R07C01,41.74
206238130063_R08C01,65.4
206238130068_R01C01,61.68
206238130068_R02C01,63.21
206238130068_R03C01,52.05
206238130068_R04C01,50.41
206238130068_R05C01,58.05
206238130068_R06C01,70.85
206238130068_R07C01,48.25
206238130068_R08C01,43.27
206238130069_R01C01,55.24
206238130069_R02C01,67.11
206238130069_R03C01,62.33
206238130069_R04C01,55.64
206238130069_R05C01,38.87
206238130069_R06C01,36.25
206238130069_R07C01,79.81
206238130110_R01C01,21.28
206238130110_R02C01,57.53
206238130110_R03C01,72.85
206238130110_R04C01,64.49
206238130110_R05C01,70.37
206238130110_R06C01,66.63
206238130110_R07C01,61.06
206238130110_R08C01,75.58
206238130117_R02C01,58.37
206238130117_R03C01,64.44
206238130117_R04C01,57.21
206238130117_R05C01,48.15
206238130117_R06C01,47.65
206238130117_R07C01,35.77
206240670002_R01C01,68.67
206240670002_R02C01,70.01
206240670002_R03C01,57.41
206240670002_R04C01,35.73
206240670002_R05C01,26.51
206240670002_R06C01,34.64
206240670002_R07C01,21.23
206240670002_R08C01,62.26
206240670004_R01C01,69.25
206240670004_R02C01,32.24
206240670004_R03C01,47.04
206240670004_R04C01,55.1
206240670004_R05C01,59.69
206240670004_R06C01,43.51
206240670004_R07C01,61.05
206240670004_R08C01,37.2
206240670005_R01C01,36.21
206240670005_R02C01,67.99
206240670005_R03C01,60.96
206240670005_R04C01,74.86
206240670005_R05C01,37.93
206240670005_R06C01,69.96
206240670005_R07C01,67.07
206240670005_R08C01,23.75
206240670006_R01C01,55.54
206240670006_R02C01,71.16
206240670006_R03C01,76.12
206240670006_R04C01,54.53
206240670006_R05C01,48.19
206240670006_R06C01,57.84
206240670006_R07C01,36.38
206240670006_R08C01,38.11
206240670011_R02C01,63.35
206240670011_R03C01,65.18
206240670011_R04C01,55.46
206240670011_R05C01,47.04
206240670011_R06C01,47.81
206240670011_R07C01,49.04
206240670011_R08C01,47.12
206240670012_R01C01,39.25
206240670012_R02C01,36.85
206240670012_R03C01,27.94
206240670012_R04C01,80.84
206240670012_R05C01,67.12
206240670012_R06C01,27.32
206240670012_R07C01,46.71
206240670012_R08C01,73.68
206240670013_R01C01,59.77
206240670013_R02C01,52.1
206240670013_R03C01,47.6
206240670013_R04C01,50.64
206240670013_R05C01,45.84
206240670013_R06C01,56.99
206240670013_R07C01,40.9
206240670013_R08C01,65.1
206240670014_R01C01,60.8
206240670014_R02C01,71.26
206240670014_R03C01,67.12
206240670014_R04C01,50.49
206240670014_R05C01,44.35
206240670014_R06C01,52.1
206240670014_R07C01,49.77
206240670014_R08C01,68.5
206240670015_R01C01,63.14
206240670015_R02C01,44.98
206240670015_R03C01,45.65
206240670015_R04C01,50.57
206240670015_R05C01,34.98
206240670015_R06C01,44.6
206240670015_R07C01,39.08
206240670015_R08C01,64.97
206240670017_R01C01,68.97
206240670017_R02C01,60.23
206240670017_R03C01,23.87
206240670017_R04C01,43.51
206240670017_R05C01,69.09
206240670017_R06C01,64.78
206240670017_R07C01,54.91
206240670017_R08C01,82.88
206240670018_R01C01,52.93
206240670018_R02C01,49.74
206240670018_R03C01,58.31
206240670018_R04C01,50.97
206240670018_R05C01,62.23
206240670018_R06C01,34.82
206240670018_R07C01,75.29
206240670018_R08C01,61.88
206240670019_R01C01,57.91
206240670019_R02C01,61.9
206240670019_R03C01,66.6
206240670019_R04C01,70.23
206240670019_R05C01,67.74
206240670019_R06C01,43.09
206240670019_R07C01,59.14
206240670019_R08C01,56.63
206240670022_R01C01,57.4
206240670022_R02C01,73.64
206240670022_R03C01,66.52
206240670022_R04C01,45.67
206240670022_R05C01,53.67
206240670022_R06C01,60.53
206240670022_R07C01,72.79
206240670022_R08C01,36.81
206240670023_R01C01,58.18
206240670023_R02C01,48.42
206240670023_R03C01,68.23
206240670023_R04C01,52.28
206240670023_R05C01,52.98
206240670023_R06C01,35.37
206240670023_R07C01,50.89
206240670023_R08C01,46.82
206240670024_R01C01,31.89
206240670024_R02C01,57.65
206240670024_R03C01,32.53
206240670024_R04C01,51.85
206240670024_R05C01,36.81
206240670024_R06C01,26.96
206240670024_R07C01,56.9
206240670024_R08C01,52.72
206240670025_R01C01,36.2
206240670025_R02C01,67.74
206240670025_R03C01,64.9
206240670025_R04C01,52.65
206240670025_R05C01,53.81
206240670025_R06C01,74.53
206240670025_R07C01,43.29
206240670025_R08C01,81.07
206240670026_R01C01,33.96
206240670026_R02C01,59.83
206240670026_R03C01,39.65
206240670026_R04C01,45.81
206240670026_R05C01,45.8
206240670026_R06C01,37.37
206240670026_R07C01,48.32
206240670026_R08C01,72.62
206240670028_R01C01,66.9
206240670028_R02C01,50.73
206240670028_R03C01,73.03
206240670028_R04C01,53.95
206240670028_R05C01,45.12
206240670028_R06C01,42.91
206240670028_R07C01,41.53
206240670028_R08C01,79.74
206240670029_R01C01,74.22
206240670029_R02C01,66.97
206240670029_R03C01,46.78
206240670029_R04C01,52.15
206240670029_R05C01,60.47
206240670029_R06C01,62.85
206240670029_R07C01,46.88
206240670029_R08C01,46.88
206240670030_R01C01,53.81
206240670030_R02C01,38.46
206240670030_R03C01,75.77
206240670030_R04C01,76.56
206240670030_R05C01,38.89
206240670030_R06C01,43.74
206240670030_R07C01,39.95
206240670030_R08C01,46.38
206240670036_R01C01,39.46
206240670036_R02C01,68.19
206240670036_R03C01,40.33
206240670036_R04C01,60.57
206240670036_R05C01,73.77
206240670036_R06C01,51.52
206240670036_R07C01,55.38
206240670036_R08C01,54.47
206240670038_R01C01,61.77
206240670038_R02C01,44.27
206240670038_R03C01,47.26
206240670038_R04C01,60.9
206240670038_R05C01,91.56
206240670038_R06C01,53.72
206240670038_R07C01,69.49
206240670038_R08C01,58.13
206240670046_R01C01,52.38
206240670046_R02C01,40
206240670046_R03C01,40.66
206240670046_R04C01,49.31
206240670046_R05C01,52.11
206240670046_R06C01,33.21
206240670046_R07C01,51.48
206240670046_R08C01,48.19
206240670047_R01C01,57.59
206240670047_R02C01,61.55
206240670047_R03C01,80.88
206240670047_R04C01,45.57
206240670047_R05C01,57.68
206240670047_R06C01,57.02
206240670047_R07C01,50.77
206240670047_R08C01,50.97
206240670064_R01C01,67.93
206240670064_R02C01,68.55
206240670064_R03C01,56.96
206240670064_R04C01,62.81
206240670064_R05C01,48.17
206240670064_R06C01,41.48
206240670064_R07C01,43.76
206240670064_R08C01,46.12
206240670065_R01C01,58.38
206240670065_R02C01,50.67
206240670065_R03C01,69.45
206240670065_R04C01,65.15
206240670065_R05C01,60.67
206240670065_R06C01,53.36
206240670065_R07C01,46.84
206240670065_R08C01,71.09
206240670066_R01C01,32.43
206240670066_R02C01,61.09
206240670066_R03C01,71.65
206240670066_R04C01,69.33
206240670066_R05C01,41.83
206240670066_R06C01,56.12
206240670066_R07C01,61.17
206240670066_R08C01,62.34
206240670070_R01C01,52.27
206240670070_R02C01,67.5
206240670070_R04C01,35.69
206240670070_R05C01,39.02
206240670070_R07C01,70.09
206240670070_R08C01,24.33
206240670072_R01C01,62.28
206240670072_R02C01,61.74
206240670072_R03C01,36.54
206240670072_R04C01,36.6
206240670072_R05C01,65.82
206240670072_R06C01,53.62
206240670072_R07C01,49.43
206240670072_R08C01,48.21
206240670073_R01C01,61.7
206240670073_R02C01,41.76
206240670073_R03C01,58.03
206240670073_R04C01,44.76
206240670073_R05C01,28.82
206240670073_R06C01,35.87
206240670073_R07C01,23.01
206240670073_R08C01,25.7
206240670074_R01C01,50.94
206240670074_R02C01,55.48
206240670074_R03C01,58.14
206240670074_R04C01,64.76
206240670074_R06C01,64.11
206240670074_R07C01,57.74
206240670074_R08C01,52.76
206240670078_R01C01,68.56
206240670078_R02C01,66.21
206240670078_R03C01,46.74
206240670078_R04C01,29.56
206240670078_R05C01,54.64
206240670078_R06C01,71.63
206240670078_R07C01,56.96
206240670078_R08C01,43.07
206240670083_R01C01,53.17
206240670083_R02C01,76.21
206240670083_R03C01,64.4
206240670083_R04C01,64.88
206240670083_R05C01,48.46
206240670083_R06C01,25.85
206240670083_R07C01,45.35
206240670083_R08C01,40.51
206240670084_R01C01,54.22
206240670084_R02C01,37.5
206240670084_R03C01,63.23
206240670084_R04C01,72.92
206240670084_R05C01,41.4
206240670084_R06C01,41.6
206240670084_R08C01,45.57
206240670085_R01C01,58.5
206240670085_R02C01,48.47
206240670085_R03C01,27.09
206240670085_R04C01,28.07
206240670085_R05C01,44.5
206240670085_R06C01,74.06
206240670085_R08C01,34.2
206240670086_R01C01,39.8
206240670086_R03C01,55.84
206240670086_R05C01,41.56
206240670086_R06C01,49.07
206240670086_R07C01,54.32
206240670086_R08C01,60.32
206240670093_R01C01,56.92
206240670093_R02C01,29.74
206240670093_R03C01,74.19
206240670093_R04C01,65.54
206240670093_R05C01,48.93
206240670093_R06C01,69.27
206240670093_R07C01,40.75
206240670093_R08C01,60.36
206240670096_R01C01,25.39
206240670096_R02C01,38
206240670096_R03C01,40.01
206240670096_R04C01,62.94
206240670096_R05C01,30.99
206240670096_R06C01,22.55
206240670096_R07C01,48.04
206240670096_R08C01,35.6
206240670108_R02C01,65.94
206240670108_R03C01,47.73
206240670108_R04C01,70.42
206240670108_R05C01,52.58
206240670108_R06C01,40.57
206240670108_R07C01,60.86
206240670115_R01C01,47.09
206240670115_R02C01,73.84
206240670115_R03C01,65.93
206240670115_R04C01,43.73
206240670115_R05C01,67.9
206240670115_R06C01,60.53
206240670115_R07C01,54.3
206240670115_R08C01,58.05
206240670117_R01C01,54.86
206240670117_R02C01,28.97
206240670117_R03C01,69.22
206240670117_R04C01,57.16
206240670117_R05C01,76.72
206240670117_R06C01,61.1
206240670117_R07C01,81.35
206240670117_R08C01,66
206240670121_R01C01,39.27
206240670121_R02C01,43.88
206240670121_R03C01,60.01
206240670121_R04C01,24.6
206240670121_R05C01,60.96
206240670121_R06C01,67.25
206240670121_R07C01,51.04
206240670121_R08C01,52.15
206240670147_R01C01,71.31
206240670147_R02C01,56.05
206240670147_R03C01,52.85
206240670147_R04C01,58.21
206240670147_R05C01,60.23
206240670147_R06C01,61.9
206240670147_R07C01,53.91
206240670147_R08C01,64.87
206240670151_R03C01,54.44
206240670152_R01C01,60.96
206240670152_R02C01,55.09
206240670152_R03C01,60.58
206240670152_R04C01,55.88
206240670152_R05C01,58.05
206240670152_R06C01,31.19
206240670152_R07C01,60.91
206240670152_R08C01,50.37
206240670159_R01C01,70.08
206240670159_R02C01,70.15
206240670159_R03C01,58.54
206240670159_R05C01,67.47
206240670159_R06C01,42.59
206240670159_R07C01,31.77
206240670159_R08C01,51.78
206240670164_R01C01,43.61
206240670164_R02C01,37.38
206240670164_R03C01,36.02
206240670164_R04C01,55.31
206240670164_R05C01,69.34
206240670164_R06C01,47.28
206240670164_R07C01,44.25
206240670164_R08C01,45.67
206240670167_R01C01,50.15
206240670167_R02C01,69.92
206240670167_R03C01,66.53
206240670167_R04C01,56.18
206240670167_R05C01,80.17
206240670167_R06C01,46.92
206240670167_R07C01,50.26
206240670167_R08C01,45.64
206240670183_R01C01,50.25
206240670183_R02C01,50.6
206240670183_R03C01,66.59
206240670183_R04C01,67.63
206240670183_R05C01,68.3
206240670183_R06C01,42.81
206240670183_R07C01,64.86
206240670183_R08C01,56.91
206240670195_R01C01,70.01
206240670195_R02C01,66.25
206240670195_R03C01,68.43
206240670195_R04C01,37.9
206240670195_R05C01,64.07
206240670195_R06C01,57.32
206250290075_R01C01,82
206250290075_R02C01,40.89
206250290075_R03C01,55.02
206250290075_R04C01,59.93
206250290075_R05C01,36.17
206250290082_R01C01,67.02
206250290082_R02C01,63.46
206250290082_R03C01,66.44
206250290082_R04C01,79.59
206250290082_R06C01,42.43
206250290082_R07C01,49.7
206250290082_R08C01,58.78
206250290086_R01C01,33.77
206250290118_R03C01,43.65
206250290118_R04C01,53.04
206250290118_R05C01,69.57
206250290118_R06C01,44.45
206250290118_R07C01,27.68
206250290118_R08C01,72.77
206250290123_R01C01,61.42
206250290123_R02C01,33.02
206250290123_R03C01,47.15
206250290123_R04C01,48.18
206250290123_R05C01,30.34
206250290123_R06C01,45.36
206250290123_R07C01,49.84
206250290123_R08C01,48.36
206250410051_R01C01,36.04
206250410051_R02C01,60.53
206250410051_R03C01,52.65
206250410051_R04C01,64.52
206250410051_R05C01,63.72
206250410051_R06C01,68.64
206250410051_R07C01,42.01
206250410051_R08C01,23.79
206250410129_R01C01,61.32
206250410129_R02C01,55.63
206250410129_R03C01,53.98
206250410129_R04C01,83.86
206250410129_R05C01,25.67
206250410129_R06C01,40.86
206250410129_R07C01,57.12
206250410129_R08C01,54.24
206250410137_R01C01,67.12
206250410137_R02C01,51.59
206250410137_R03C01,46.26
206250410137_R04C01,58.49
206250410137_R05C01,57.73
206250410137_R06C01,45.44
206250410137_R07C01,51
206250410137_R08C01,39.59
206254440027_R01C01,76.81
206254440027_R03C01,61.27
206254440027_R04C01,51.81
206254440027_R05C01,68.03
206254440027_R06C01,72.91
206254440027_R07C01,75.24
206254440027_R08C01,52.16
206451050018_R01C01,52.22
206451050018_R02C01,63.93
206451050018_R03C01,67.86
206451050018_R04C01,78.36
206451050018_R05C01,70.16
206451050018_R06C01,30.45
206451050018_R07C01,34.12
206451050018_R08C01,65.96
206451050027_R01C01,34.72
206451050027_R03C01,71.61
206451050027_R04C01,50.71
206451050027_R05C01,68.41
206451050027_R06C01,58.37
206451050027_R07C01,43.45
206451050027_R08C01,71.6
206451050037_R01C01,14.52
206451050037_R02C01,59.07
206451050037_R03C01,57.64
206451050037_R04C01,71.14
206451050037_R06C01,49.42
206451050038_R01C01,46.4
206451050038_R02C01,52.37
206451050038_R03C01,42.13
206451050038_R04C01,58.14
206451050038_R05C01,58.35
206451050038_R06C01,53.37
206451050038_R07C01,51.32
206451050038_R08C01,61.29
206451050076_R01C01,32.26
206451050076_R02C01,59.95
206451050076_R03C01,63.12
206451050076_R04C01,56.21
206451050076_R05C01,64.47
206451050084_R01C01,48.26
206451050084_R02C01,37.63
206451050084_R03C01,55.36
206451050084_R04C01,52.4
206451050084_R05C01,34.62
206451050084_R06C01,51.13
206451050084_R07C01,53.02
206451050084_R08C01,38.36
206451050087_R01C01,48.56
206451050087_R02C01,70.8
206451050087_R03C01,59.25
206451050087_R04C01,61.57
206451050087_R05C01,55.34
206451050087_R06C01,66.72
206451050087_R07C01,56.22
206451050087_R08C01,52.2
206451050100_R01C01,70.41
206451050100_R02C01,41.7
206451050100_R03C01,38.6
206451050100_R04C01,58.47
206451050100_R05C01,31.18
206451050100_R06C01,51.25
206451050100_R07C01,52.22
206451050100_R08C01,62.16
